,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
18000,1.5430956,1.4744233,0.5968263,0.5867957,0.530854,0.4533067,0.34913996,0.30670103,0.26619262,0.1543224,0.11574179,0.07253061,0.07136182,0.023908978,-0.0022069758,0.038682133,-0.10542664,-0.20920727,-0.21383788,0.5981729,0.109180674,0.037422284,0.39061162,0.25210598,0.18883371,-0.085438915,-0.015994407,0.012555653,0.05787224,0.0354944,0.0077165593,-0.020061277,0.028164117,0.09027807
19800,1.5430956,1.4744233,0.5968263,0.5867957,0.530854,0.4533067,0.34913996,0.30670103,0.26619262,0.1543224,0.11574179,0.07253061,0.07136182,0.023908978,-0.0022069758,0.038682133,-0.10542664,-0.20920727,-0.21383788,0.5981729,0.109180674,0.037422284,0.39061162,0.25210598,0.18883371,-0.085438915,-0.015994407,0.012555653,0.05787224,0.0354944,0.0077165593,-0.020061277,0.028164117,0.09027807
21600,1.5430956,1.4744233,0.5968263,0.5867957,0.530854,0.4533067,0.34913996,0.30670103,0.26619262,0.1543224,0.11574179,0.07253061,0.07136182,0.023908978,-0.0022069758,0.038682133,-0.10542664,-0.20920727,-0.21383788,0.5981729,0.109180674,0.037422284,0.39061162,0.25210598,0.18883371,-0.085438915,-0.015994407,0.012555653,0.05787224,0.0354944,0.0077165593,-0.020061277,0.028164117,0.09027807
23400,1.5430956,1.4744233,0.5968263,0.5867957,0.530854,0.4533067,0.34913996,0.30670103,0.26619262,0.1543224,0.11574179,0.07253061,0.07136182,0.023908978,-0.0022069758,0.038682133,-0.10542664,-0.20920727,-0.21383788,0.5981729,0.109180674,0.037422284,0.39061162,0.25210598,0.18883371,-0.085438915,-0.015994407,0.012555653,0.05787224,0.0354944,0.0077165593,-0.020061277,0.028164117,0.09027807
25200,1.5430956,1.4744233,0.5968263,0.5867957,0.530854,0.4533067,0.34913996,0.30670103,0.26619262,0.1543224,0.11574179,0.07253061,0.07136182,0.023908978,-0.0022069758,0.038682133,-0.10542664,-0.20920727,-0.21383788,0.5981729,0.109180674,0.037422284,0.39061162,0.25210598,0.18883371,-0.085438915,-0.015994407,0.012555653,0.05787224,0.0354944,0.0077165593,-0.020061277,0.028164117,0.09027807
27000,1.5430956,1.4744233,0.5968263,0.5867957,0.530854,0.4533067,0.34913996,0.30670103,0.26619262,0.1543224,0.11574179,0.07253061,0.07136182,0.023908978,-0.0022069758,0.038682133,-0.10542664,-0.20920727,-0.21383788,0.5981729,0.109180674,0.037422284,0.39061162,0.25210598,0.18883371,-0.085438915,-0.015994407,0.012555653,0.05787224,0.0354944,0.0077165593,-0.020061277,0.028164117,0.09027807
28800,1.5430956,1.4744233,0.5968263,0.5867957,0.530854,0.4533067,0.34913996,0.30670103,0.26619262,0.1543224,0.11574179,0.07253061,0.07136182,0.023908978,-0.0022069758,0.038682133,-0.10542664,-0.20920727,-0.21383788,0.5981729,0.109180674,0.037422284,0.39061162,0.25210598,0.18883371,-0.085438915,-0.015994407,0.012555653,0.05787224,0.0354944,0.0077165593,-0.020061277,0.028164117,0.09027807
30600,1.5430956,1.4744233,0.5968263,0.5867957,0.530854,0.4533067,0.34913996,0.30670103,0.26619262,0.1543224,0.11574179,0.07253061,0.07136182,0.023908978,-0.0022069758,0.038682133,-0.10542664,-0.20920727,-0.21383788,0.5981729,0.109180674,0.037422284,0.39061162,0.25210598,0.18883371,-0.085438915,-0.015994407,0.012555653,0.05787224,0.0354944,0.0077165593,-0.020061277,0.028164117,0.09027807
32400,1.5430956,1.4744233,0.5968263,0.5867957,0.530854,0.4533067,0.34913996,0.30670103,0.26619262,0.1543224,0.11574179,0.07253061,0.07136182,0.023908978,-0.0022069758,0.038682133,-0.10542664,-0.20920727,-0.21383788,0.5981729,0.109180674,0.037422284,0.39061162,0.25210598,0.18883371,-0.085438915,-0.015994407,0.012555653,0.05787224,0.0354944,0.0077165593,-0.020061277,0.028164117,0.09027807
34200,1.5430956,1.4744233,0.5968263,0.5867957,0.530854,0.4533067,0.34913996,0.30670103,0.26619262,0.1543224,0.11574179,0.07253061,0.07136182,0.023908978,-0.0022069758,0.038682133,-0.10542664,-0.20920727,-0.21383788,0.5981729,0.109180674,0.037422284,0.39061162,0.25210598,0.18883371,-0.085438915,-0.015994407,0.012555653,0.05787224,0.0354944,0.0077165593,-0.020061277,0.028164117,0.09027807
36000,1.5430956,1.4744233,0.5968263,0.5867957,0.530854,0.4533067,0.34913996,0.30670103,0.26619262,0.1543224,0.11574179,0.07253061,0.07136182,0.023908978,-0.0022069758,0.038682133,-0.10542664,-0.20920727,-0.21383788,0.5981729,0.109180674,0.037422284,0.39061162,0.25210598,0.18883371,-0.085438915,-0.015994407,0.012555653,0.05787224,0.0354944,0.0077165593,-0.020061277,0.028164117,0.09027807
37800,1.5430956,1.4744233,0.5968263,0.5867957,0.530854,0.4533067,0.34913996,0.30670103,0.26619262,0.1543224,0.11574179,0.07253061,0.07136182,0.023908978,-0.0022069758,0.038682133,-0.10542664,-0.20920727,-0.21383788,0.5981729,0.109180674,0.037422284,0.39061162,0.25210598,0.18883371,-0.085438915,-0.015994407,0.012555653,0.05787224,0.0354944,0.0077165593,-0.020061277,0.028164117,0.09027807
39600,1.5430956,1.4744233,0.5968263,0.5867957,0.530854,0.4533067,0.34913996,0.30670103,0.26619262,0.1543224,0.11574179,0.07253061,0.07136182,0.023908978,-0.0022069758,0.038682133,-0.10542664,-0.20920727,-0.21383788,0.5981729,0.109180674,0.037422284,0.39061162,0.25210598,0.18883371,-0.085438915,-0.015994407,0.012555653,0.05787224,0.0354944,0.0077165593,-0.020061277,0.028164117,0.09027807
41400,1.5430956,1.4744233,0.5968263,0.5867957,0.530854,0.4533067,0.34913996,0.30670103,0.26619262,0.1543224,0.11574179,0.07253061,0.07136182,0.023908978,-0.0022069758,0.038682133,-0.10542664,-0.20920727,-0.21383788,0.5981729,0.109180674,0.037422284,0.39061162,0.25210598,0.18883371,-0.085438915,-0.015994407,0.012555653,0.05787224,0.0354944,0.0077165593,-0.020061277,0.028164117,0.09027807
43200,1.5430956,1.4744233,0.5968263,0.5867957,0.530854,0.4533067,0.34913996,0.30670103,0.26619262,0.1543224,0.11574179,0.07253061,0.07136182,0.023908978,-0.0022069758,0.038682133,-0.10542664,-0.20920727,-0.21383788,0.5981729,0.109180674,0.037422284,0.39061162,0.25210598,0.18883371,-0.085438915,-0.015994407,0.012555653,0.05787224,0.0354944,0.0077165593,-0.020061277,0.028164117,0.09027807
45000,1.5430956,1.4744233,0.5968263,0.5867957,0.530854,0.4533067,0.34913996,0.30670103,0.26619262,0.1543224,0.11574179,0.07253061,0.07136182,0.023908978,-0.0022069758,0.038682133,-0.10542664,-0.20920727,-0.21383788,0.5981729,0.109180674,0.037422284,0.39061162,0.25210598,0.18883371,-0.085438915,-0.015994407,0.012555653,0.05787224,0.0354944,0.0077165593,-0.020061277,0.028164117,0.09027807
46800,1.5430956,1.4744233,0.5968263,0.5867957,0.530854,0.4533067,0.34913996,0.30670103,0.26619262,0.1543224,0.11574179,0.07253061,0.07136182,0.023908978,-0.0022069758,0.038682133,-0.10542664,-0.20920727,-0.21383788,0.5981729,0.109180674,0.037422284,0.39061162,0.25210598,0.18883371,-0.085438915,-0.015994407,0.012555653,0.05787224,0.0354944,0.0077165593,-0.020061277,0.028164117,0.09027807
48600,1.5430956,1.4744233,0.5968263,0.5867957,0.530854,0.4533067,0.34913996,0.30670103,0.26619262,0.1543224,0.11574179,0.07253061,0.07136182,0.023908978,-0.0022069758,0.038682133,-0.10542664,-0.20920727,-0.21383788,0.5981729,0.109180674,0.037422284,0.39061162,0.25210598,0.18883371,-0.085438915,-0.015994407,0.012555653,0.05787224,0.0354944,0.0077165593,-0.020061277,0.028164117,0.09027807
50400,1.5430956,1.4744233,0.5968263,0.5867957,0.530854,0.4533067,0.34913996,0.30670103,0.26619262,0.1543224,0.11574179,0.07253061,0.07136182,0.023908978,-0.0022069758,0.038682133,-0.10542664,-0.20920727,-0.21383788,0.5981729,0.109180674,0.037422284,0.39061162,0.25210598,0.18883371,-0.085438915,-0.015994407,0.012555653,0.05787224,0.0354944,0.0077165593,-0.020061277,0.028164117,0.09027807
52200,1.5430956,1.4744233,0.5968263,0.5867957,0.530854,0.4533067,0.34913996,0.30670103,0.26619262,0.1543224,0.11574179,0.07253061,0.07136182,0.023908978,-0.0022069758,0.038682133,-0.10542664,-0.20920727,-0.21383788,0.5981729,0.109180674,0.037422284,0.39061162,0.25210598,0.18883371,-0.085438915,-0.015994407,0.012555653,0.05787224,0.0354944,0.0077165593,-0.020061277,0.028164117,0.09027807
54000,1.5430956,1.4744233,0.5968263,0.5867957,0.530854,0.4533067,0.34913996,0.30670103,0.26619262,0.1543224,0.11574179,0.07253061,0.07136182,0.023908978,-0.0022069758,0.038682133,-0.10542664,-0.20920727,-0.21383788,0.5981729,0.109180674,0.037422284,0.39061162,0.25210598,0.18883371,-0.085438915,-0.015994407,0.012555653,0.05787224,0.0354944,0.0077165593,-0.020061277,0.028164117,0.09027807
55800,1.5430956,1.4744233,0.5968263,0.5867957,0.530854,0.4533067,0.34913996,0.30670103,0.26619262,0.1543224,0.11574179,0.07253061,0.07136182,0.023908978,-0.0022069758,0.038682133,-0.10542664,-0.20920727,-0.21383788,0.5981729,0.109180674,0.037422284,0.39061162,0.25210598,0.18883371,-0.085438915,-0.015994407,0.012555653,0.05787224,0.0354944,0.0077165593,-0.020061277,0.028164117,0.09027807
57600,1.5430956,1.4744233,0.5968263,0.5867957,0.530854,0.4533067,0.34913996,0.30670103,0.26619262,0.1543224,0.11574179,0.07253061,0.07136182,0.023908978,-0.0022069758,0.038682133,-0.10542664,-0.20920727,-0.21383788,0.5981729,0.109180674,0.037422284,0.39061162,0.25210598,0.18883371,-0.085438915,-0.015994407,0.012555653,0.05787224,0.0354944,0.0077165593,-0.020061277,0.028164117,0.09027807
59400,1.5430956,1.4744233,0.5968263,0.5867957,0.530854,0.4533067,0.34913996,0.30670103,0.26619262,0.1543224,0.11574179,0.07253061,0.07136182,0.023908978,-0.0022069758,0.038682133,-0.10542664,-0.20920727,-0.21383788,0.5981729,0.109180674,0.037422284,0.39061162,0.25210598,0.18883371,-0.085438915,-0.015994407,0.012555653,0.05787224,0.0354944,0.0077165593,-0.020061277,0.028164117,0.09027807
61200,1.5430956,1.4744233,0.5968263,0.5867957,0.530854,0.4533067,0.34913996,0.30670103,0.26619262,0.1543224,0.11574179,0.07253061,0.07136182,0.023908978,-0.0022069758,0.038682133,-0.10542664,-0.20920727,-0.21383788,0.5981729,0.109180674,0.037422284,0.39061162,0.25210598,0.18883371,-0.085438915,-0.015994407,0.012555653,0.05787224,0.0354944,0.0077165593,-0.020061277,0.028164117,0.09027807
63000,1.5430956,1.4744233,0.5968263,0.5867957,0.530854,0.4533067,0.34913996,0.30670103,0.26619262,0.1543224,0.11574179,0.07253061,0.07136182,0.023908978,-0.0022069758,0.038682133,-0.10542664,-0.20920727,-0.21383788,0.5981729,0.109180674,0.037422284,0.39061162,0.25210598,0.18883371,-0.085438915,-0.015994407,0.012555653,0.05787224,0.0354944,0.0077165593,-0.020061277,0.028164117,0.09027807
64800,1.5430956,1.4744233,0.5968263,0.5867957,0.530854,0.4533067,0.34913996,0.30670103,0.26619262,0.1543224,0.11574179,0.07253061,0.07136182,0.023908978,-0.0022069758,0.038682133,-0.10542664,-0.20920727,-0.21383788,0.5981729,0.109180674,0.037422284,0.39061162,0.25210598,0.18883371,-0.085438915,-0.015994407,0.012555653,0.05787224,0.0354944,0.0077165593,-0.020061277,0.028164117,0.09027807
66600,1.5430956,1.4744233,0.5968263,0.5867957,0.530854,0.4533067,0.34913996,0.30670103,0.26619262,0.1543224,0.11574179,0.07253061,0.07136182,0.023908978,-0.0022069758,0.038682133,-0.10542664,-0.20920727,-0.21383788,0.5981729,0.109180674,0.037422284,0.39061162,0.25210598,0.18883371,-0.085438915,-0.015994407,0.012555653,0.05787224,0.0354944,0.0077165593,-0.020061277,0.028164117,0.09027807
68400,1.5430956,1.4744233,0.5968263,0.5867957,0.530854,0.4533067,0.34913996,0.30670103,0.26619262,0.1543224,0.11574179,0.07253061,0.07136182,0.023908978,-0.0022069758,0.038682133,-0.10542664,-0.20920727,-0.21383788,0.5981729,0.109180674,0.037422284,0.39061162,0.25210598,0.18883371,-0.085438915,-0.015994407,0.012555653,0.05787224,0.0354944,0.0077165593,-0.020061277,0.028164117,0.09027807
70200,1.5430956,1.4744233,0.5968263,0.5867957,0.530854,0.4533067,0.34913996,0.30670103,0.26619262,0.1543224,0.11574179,0.07253061,0.07136182,0.023908978,-0.0022069758,0.038682133,-0.10542664,-0.20920727,-0.21383788,0.5981729,0.109180674,0.037422284,0.39061162,0.25210598,0.18883371,-0.085438915,-0.015994407,0.012555653,0.05787224,0.0354944,0.0077165593,-0.020061277,0.028164117,0.09027807
72000,1.5430956,1.4744233,0.5968263,0.5867957,0.530854,0.4533067,0.34913996,0.30670103,0.26619262,0.1543224,0.11574179,0.07253061,0.07136182,0.023908978,-0.0022069758,0.038682133,-0.10542664,-0.20920727,-0.21383788,0.5981729,0.109180674,0.037422284,0.39061162,0.25210598,0.18883371,-0.085438915,-0.015994407,0.012555653,0.05787224,0.0354944,0.0077165593,-0.020061277,0.028164117,0.09027807
73800,1.5430956,1.4744233,0.5968263,0.5867957,0.530854,0.4533067,0.34913996,0.30670103,0.26619262,0.1543224,0.11574179,0.07253061,0.07136182,0.023908978,-0.0022069758,0.038682133,-0.10542664,-0.20920727,-0.21383788,0.5981729,0.109180674,0.037422284,0.39061162,0.25210598,0.18883371,-0.085438915,-0.015994407,0.012555653,0.05787224,0.0354944,0.0077165593,-0.020061277,0.028164117,0.09027807
75600,1.5430956,1.4744233,0.5968263,0.5867957,0.530854,0.4533067,0.34913996,0.30670103,0.26619262,0.1543224,0.11574179,0.07253061,0.07136182,0.023908978,-0.0022069758,0.038682133,-0.10542664,-0.20920727,-0.21383788,0.5981729,0.109180674,0.037422284,0.39061162,0.25210598,0.18883371,-0.085438915,-0.015994407,0.012555653,0.05787224,0.0354944,0.0077165593,-0.020061277,0.028164117,0.09027807
77400,1.5430956,1.4744233,0.5968263,0.5867957,0.530854,0.4533067,0.34913996,0.30670103,0.26619262,0.1543224,0.11574179,0.07253061,0.07136182,0.023908978,-0.0022069758,0.038682133,-0.10542664,-0.20920727,-0.21383788,0.5981729,0.109180674,0.037422284,0.39061162,0.25210598,0.18883371,-0.085438915,-0.015994407,0.012555653,0.05787224,0.0354944,0.0077165593,-0.020061277,0.028164117,0.09027807
79200,1.5430956,1.4744233,0.5968263,0.5867957,0.530854,0.4533067,0.34913996,0.30670103,0.26619262,0.1543224,0.11574179,0.07253061,0.07136182,0.023908978,-0.0022069758,0.038682133,-0.10542664,-0.20920727,-0.21383788,0.5981729,0.109180674,0.037422284,0.39061162,0.25210598,0.18883371,-0.085438915,-0.015994407,0.012555653,0.05787224,0.0354944,0.0077165593,-0.020061277,0.028164117,0.09027807
81000,1.5430956,1.4744233,0.5968263,0.5867957,0.530854,0.4533067,0.34913996,0.30670103,0.26619262,0.1543224,0.11574179,0.07253061,0.07136182,0.023908978,-0.0022069758,0.038682133,-0.10542664,-0.20920727,-0.21383788,0.5981729,0.109180674,0.037422284,0.39061162,0.25210598,0.18883371,-0.085438915,-0.015994407,0.012555653,0.05787224,0.0354944,0.0077165593,-0.020061277,0.028164117,0.09027807
82800,1.5430956,1.4744233,0.5968263,0.5867957,0.530854,0.4533067,0.34913996,0.30670103,0.26619262,0.1543224,0.11574179,0.07253061,0.07136182,0.023908978,-0.0022069758,0.038682133,-0.10542664,-0.20920727,-0.21383788,0.5981729,0.109180674,0.037422284,0.39061162,0.25210598,0.18883371,-0.085438915,-0.015994407,0.012555653,0.05787224,0.0354944,0.0077165593,-0.020061277,0.028164117,0.09027807
84600,1.5430956,1.4744233,0.5968263,0.5867957,0.530854,0.4533067,0.34913996,0.30670103,0.26619262,0.1543224,0.11574179,0.07253061,0.07136182,0.023908978,-0.0022069758,0.038682133,-0.10542664,-0.20920727,-0.21383788,0.5981729,0.109180674,0.037422284,0.39061162,0.25210598,0.18883371,-0.085438915,-0.015994407,0.012555653,0.05787224,0.0354944,0.0077165593,-0.020061277,0.028164117,0.09027807
86400,1.5430956,1.4744233,0.5968263,0.5867957,0.530854,0.4533067,0.34913996,0.30670103,0.26619262,0.1543224,0.11574179,0.07253061,0.07136182,0.023908978,-0.0022069758,0.038682133,-0.10542664,-0.20920727,-0.21383788,0.5981729,0.109180674,0.037422284,0.39061162,0.25210598,0.18883371,-0.085438915,-0.015994407,0.012555653,0.05787224,0.0354944,0.0077165593,-0.020061277,0.028164117,0.09027807
